-9.800000 -9.800000 0.100000 -0.010388
-9.400000 -9.800000 0.100000 -0.009090
-9.000000 -9.800000 0.100000 -0.007488
-8.600000 -9.800000 0.100000 -0.005541
-8.200000 -9.800000 0.100000 -0.003208
-7.800000 -9.800000 0.100000 -0.000450
-7.400000 -9.800000 0.100000 0.002776
-7.000000 -9.800000 0.100000 0.006505
-6.600000 -9.800000 0.100000 0.010768
-6.200000 -9.800000 0.100000 0.015588
-5.800000 -9.800000 0.100000 0.020974
-5.400000 -9.800000 0.100000 0.026918
-5.000000 -9.800000 0.100000 0.033396
-4.600000 -9.800000 0.100000 0.040356
-4.200000 -9.800000 0.100000 0.047725
-3.800000 -9.800000 0.100000 0.055400
-3.400000 -9.800000 0.100000 0.063252
-3.000000 -9.800000 0.100000 0.071130
-2.600000 -9.800000 0.100000 0.078860
-2.200000 -9.800000 0.100000 0.086258
-1.800000 -9.800000 0.100000 0.093132
-1.400000 -9.800000 0.100000 0.099298
-1.000000 -9.800000 0.100000 0.104582
-0.600000 -9.800000 0.100000 0.108834
-0.200000 -9.800000 0.100000 0.111934
0.200000 -9.800000 0.100000 0.113799
0.600000 -9.800000 0.100000 0.114389
1.000000 -9.800000 0.100000 0.113704
1.400000 -9.800000 0.100000 0.111789
1.800000 -9.800000 0.100000 0.108726
2.200000 -9.800000 0.100000 0.104634
2.600000 -9.800000 0.100000 0.099658
3.000000 -9.800000 0.100000 0.093962
3.400000 -9.800000 0.100000 0.087719
3.800000 -9.800000 0.100000 0.081105
4.200000 -9.800000 0.100000 0.074285
4.600000 -9.800000 0.100000 0.067415
5.000000 -9.800000 0.100000 0.060627
5.400000 -9.800000 0.100000 0.054037
5.800000 -9.800000 0.100000 0.047732
6.200000 -9.800000 0.100000 0.041780
6.600000 -9.800000 0.100000 0.036228
7.000000 -9.800000 0.100000 0.031102
7.400000 -9.800000 0.100000 0.026415
7.800000 -9.800000 0.100000 0.022164
8.200000 -9.800000 0.100000 0.018339
8.600000 -9.800000 0.100000 0.014922
9.000000 -9.800000 0.100000 0.011888
9.400000 -9.800000 0.100000 0.009210
9.800000 -9.800000 0.100000 0.006861
-9.800000 -9.400000 0.100000 -0.012274
-9.400000 -9.400000 0.100000 -0.010980
-9.000000 -9.400000 0.100000 -0.009347
-8.600000 -9.400000 0.100000 -0.007327
-8.200000 -9.400000 0.100000 -0.004868
-7.800000 -9.400000 0.100000 -0.001915
-7.400000 -9.400000 0.100000 0.001583
-7.000000 -9.400000 0.100000 0.005679
-6.600000 -9.400000 0.100000 0.010418
-6.200000 -9.400000 0.100000 0.015835
-5.800000 -9.400000 0.100000 0.021953
-5.400000 -9.400000 0.100000 0.028775
-5.000000 -9.400000 0.100000 0.036280
-4.600000 -9.400000 0.100000 0.044416
-4.200000 -9.400000 0.100000 0.053102
-3.800000 -9.400000 0.100000 0.062216
-3.400000 -9.400000 0.100000 0.071603
-3.000000 -9.400000 0.100000 0.081075
-2.600000 -9.400000 0.100000 0.090415
-2.200000 -9.400000 0.100000 0.099387
-1.800000 -9.400000 0.100000 0.107746
-1.400000 -9.400000 0.100000 0.115253
-1.000000 -9.400000 0.100000 0.121682
-0.600000 -9.400000 0.100000 0.126841
-0.200000 -9.400000 0.100000 0.130573
0.200000 -9.400000 0.100000 0.132773
0.600000 -9.400000 0.100000 0.133388
1.000000 -9.400000 0.100000 0.132423
1.400000 -9.400000 0.100000 0.129936
1.800000 -9.400000 0.100000 0.126040
2.200000 -9.400000 0.100000 0.120891
2.600000 -9.400000 0.100000 0.114680
3.000000 -9.400000 0.100000 0.107621
3.400000 -9.400000 0.100000 0.099939
3.800000 -9.400000 0.100000 0.091858
4.200000 -9.400000 0.100000 0.083590
4.600000 -9.400000 0.100000 0.075326
5.000000 -9.400000 0.100000 0.067231
5.400000 -9.400000 0.100000 0.059437
5.800000 -9.400000 0.100000 0.052048
6.200000 -9.400000 0.100000 0.045137
6.600000 -9.400000 0.100000 0.038748
7.000000 -9.400000 0.100000 0.032906
7.400000 -9.400000 0.100000 0.027614
7.800000 -9.400000 0.100000 0.022861
8.200000 -9.400000 0.100000 0.018625
8.600000 -9.400000 0.100000 0.014875
9.000000 -9.400000 0.100000 0.011579
9.400000 -9.400000 0.100000 0.008697
9.800000 -9.400000 0.100000 0.006193
-9.800000 -9.000000 0.100000 -0.014421
-9.400000 -9.000000 0.100000 -0.013155
-9.000000 -9.000000 0.100000 -0.011516
-8.600000 -9.000000 0.100000 -0.009443
-8.200000 -9.000000 0.100000 -0.006871
-7.800000 -9.000000 0.100000 -0.003732
-7.400000 -9.000000 0.100000 0.000045
-7.000000 -9.000000 0.100000 0.004529
-6.600000 -9.000000 0.100000 0.009785
-6.200000 -9.000000 0.100000 0.015869
-5.800000 -9.000000 0.100000 0.022822
-5.400000 -9.000000 0.100000 0.030662
-5.000000 -9.000000 0.100000 0.039378
-4.600000 -9.000000 0.100000 0.048922
-4.200000 -9.000000 0.100000 0.059202
-3.800000 -9.000000 0.100000 0.070080
-3.400000 -9.000000 0.100000 0.081367
-3.000000 -9.000000 0.100000 0.092829
-2.600000 -9.000000 0.100000 0.104191
-2.200000 -9.000000 0.100000 0.115150
-1.800000 -9.000000 0.100000 0.125391
-1.400000 -9.000000 0.100000 0.134599
-1.000000 -9.000000 0.100000 0.142483
-0.600000 -9.000000 0.100000 0.148790
-0.200000 -9.000000 0.100000 0.153317
0.200000 -9.000000 0.100000 0.155927
0.600000 -9.000000 0.100000 0.156554
1.000000 -9.000000 0.100000 0.155204
1.400000 -9.000000 0.100000 0.151961
1.800000 -9.000000 0.100000 0.146974
2.200000 -9.000000 0.100000 0.140451
2.600000 -9.000000 0.100000 0.132646
3.000000 -9.000000 0.100000 0.123840
3.400000 -9.000000 0.100000 0.114329
3.800000 -9.000000 0.100000 0.104401
4.200000 -9.000000 0.100000 0.094326
4.600000 -9.000000 0.100000 0.084342
5.000000 -9.000000 0.100000 0.074651
5.400000 -9.000000 0.100000 0.065408
5.800000 -9.000000 0.100000 0.056730
6.200000 -9.000000 0.100000 0.048693
6.600000 -9.000000 0.100000 0.041340
7.000000 -9.000000 0.100000 0.034684
7.400000 -9.000000 0.100000 0.028715
7.800000 -9.000000 0.100000 0.023410
8.200000 -9.000000 0.100000 0.018730
8.600000 -9.000000 0.100000 0.014630
9.000000 -9.000000 0.100000 0.011063
9.400000 -9.000000 0.100000 0.007977
9.800000 -9.000000 0.100000 0.005324
-9.800000 -8.600000 0.100000 -0.016856
-9.400000 -8.600000 0.100000 -0.015651
-9.000000 -8.600000 0.100000 -0.014036
-8.600000 -8.600000 0.100000 -0.011938
-8.200000 -8.600000 0.100000 -0.009277
-7.800000 -8.600000 0.100000 -0.005966
-7.400000 -8.600000 0.100000 -0.001914
-7.000000 -8.600000 0.100000 0.002973
-6.600000 -8.600000 0.100000 0.008787
-6.200000 -8.600000 0.100000 0.015610
-5.800000 -8.600000 0.100000 0.023510
-5.400000 -8.600000 0.100000 0.032529
-5.000000 -8.600000 0.100000 0.042674
-4.600000 -8.600000 0.100000 0.053905
-4.200000 -8.600000 0.100000 0.066126
-3.800000 -8.600000 0.100000 0.079177
